review_rank_global,review_rank_project,review_bucket,review_reason,project_id,project_name,list_type,category,quadrant,quadrant_label,review_priority,scale_video_count_tier,scale_video_count_best,scale_best_hashtag,likely_reach_tier,raw_reach_tier,inclusive_reach_tier,reach_noise_risk,low_relevance_play_ratio_project,likely_play_ratio_project,video_id,web_url,author_unique_id,source_term,term_script,ceiling_class,quality_label_auto,quality_score_auto,quality_reasons_auto,matched_terms_auto,core_matched_terms_auto,negative_matched_terms_auto,stats_play_count,stats_digg_count,stats_comment_count,stats_share_count,stats_collect_count,hashtags,desc,manual_relevance,manual_noise_type,manual_language_reach,manual_audience_proxy,manual_notes
151,1,likely_evidence,验证 likely_relevant 触达信号,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,7468004942196837654,https://www.tiktok.com/@ef_gesarhede/video/7468004942196837654,ef_gesarhede,gesar,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,gesar,gesar,,646800,114100,276,13900,6025,schule;ak25;rhede;fyp;gesarhede;fraudiekmann,Natürlich wollen wir draußen arbeiten🤓 #schule #Ak25 #rhede #fyp #gesarhede #fraudiekmann,,,,,
152,2,likely_evidence,验证 likely_relevant 触达信号,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,7609398312638221586,https://www.tiktok.com/@hayaalall/video/7609398312638221586,hayaalall,gesar,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,gesar,gesar,,569600,42500,323,4300,2174,,👁️👄👁️@Eegesariikaya,,,,,
153,3,likely_evidence,验证 likely_relevant 触达信号,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,7616102412515904776,https://www.tiktok.com/@hayaalall/video/7616102412515904776,hayaalall,gesar,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,gesar,gesar,,508500,37200,288,4671,3004,,kıskansınlar hasımlarım@Eegesariikaya,,,,,
154,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,6987630425363565850,https://www.tiktok.com/@nksomin/video/6987630425363565850,nksomin,epic,latin,ceiling_capped,needs_review,2,source_hit;project_term_hits:1;core_term_hits:1;generic_source_only,epic,epic,,48000000,4700000,10100,23400,126900,fyp;venom2018;marvel,Venom epic moment 😎 #fyp #Venom2018 #Marvel,,,,,
155,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,7374521274476924193,https://www.tiktok.com/@thecannedmemes/video/7374521274476924193,thecannedmemes,epic,latin,ceiling_capped,needs_review,2,source_hit;project_term_hits:1;core_term_hits:1;generic_source_only,epic,epic,,32600000,2000000,9599,46400,117500,stormlife;teamwork;tsunamiwatch;weatheringthestorm;naturevshumans;survivalmode;epicweather;holdontight;crisismoment;bravesouls,If it breaks you get fired #StormLife #Teamwork #TsunamiWatch #WeatheringTheStorm #NatureVsHumans #SurvivalMode #EpicWeather #HoldOnTight #CrisisMoment #bravesouls,,,,,
156,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,7603811260664188174,https://www.tiktok.com/@apnews/video/7603811260664188174,apnews,格萨,cjk,ceiling_capped,low_relevance,0,,,,,12300000,378700,4432,18900,24800,,"The Israeli army struck a building in Gaza City on Friday after issuing a warning. The place located near a cemetery in Zeitoun, was flattened by the strike caught on video. No victims were reported as the place was previously evacuated.",,,,,
157,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,7639232543551753493,https://www.tiktok.com/@thegojiking574/video/7639232543551753493,thegojiking574,gesar,latin,exhausted,low_relevance,0,,,,,11600000,1500000,19900,92200,314100,godzillaedits;godzilla;thegojiking574;zxycba;fyp,GO - JI - RA 🔥// Godzilla Edit // Song: MONTAGEM FEARLESS (Slowed) // #godzillaedits #godzilla #thegojiking574 #zxycba #fyp,,,,,
158,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,7633734305721666836,https://www.tiktok.com/@pemuda_polos1/video/7633734305721666836,pemuda_polos1,格萨尔,cjk,ceiling_capped,low_relevance,0,,,,,9000000,321700,2328,139100,44600,fyp;kartel;badut;badutlucu;promomakanharian,badut 1996 #fyp #kartel #badut #badutlucu #promomakanharian,,,,,
159,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,6889505327650196742,https://www.tiktok.com/@blacktiph/video/6889505327650196742,blacktiph,epic,latin,ceiling_capped,needs_review,2,source_hit;project_term_hits:1;core_term_hits:1;generic_source_only,epic,epic,,31100000,2700000,8322,58800,41000,welldone;strong;nature;fishing,One of the most epic fishing clips ever!! #WellDone #strong #nature #fishing @joncalljujimufu,,,,,
160,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,26,格萨(斯)尔史诗传统,RL,口头传统/史诗,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,227,gesar,lower_70_90pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.2546,0.0053,7276116594856660257,https://www.tiktok.com/@elestepariosiberiano/video/7276116594856660257,elestepariosiberiano,epic,latin,ceiling_capped,needs_review,2,source_hit;project_term_hits:1;core_term_hits:1;generic_source_only,epic,epic,,25400000,910900,4412,24900,66700,epic;fyp;drums;fypシ,Hardest groove ever man #epic #fyp #drums #fypシ,,,,,
161,1,likely_evidence,验证 likely_relevant 触达信号,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7433817087862164743,https://www.tiktok.com/@kobitaraniroy4/video/7433817087862164743,kobitaraniroy4,唐卡,cjk,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;cjk_desc,唐卡,唐卡,,1800000,68000,3305,9117,9931,唐卡;佛教;佛教文化,#唐卡 #佛教 #佛教文化,,,,,
162,2,likely_evidence,验证 likely_relevant 触达信号,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7491338711561440554,https://www.tiktok.com/@blessing_tibetanthangka/video/7491338711561440554,blessing_tibetanthangka,thangka,latin,exhausted,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,thangka,thangka,,622100,45000,1121,1537,2037,kailash;tibetanreligion;tibetan;prayer;spirituality;tibetanbuddhism;buddhism;mountkailash;pureland;goodluck;thangka;peaceofmind;positiveenergy;faith;enlightenment;blessings;fypage;foryourpage;buddha,"On every important festival, Tibetans will carry thangkas or hold prayer wheels to the foot of Mount Kailash. This is called the Buddha-drying ceremony. They pray for all things in the world and wish everyone a safe, healthy and happy life. #kailash #tibetanr…",,,,,
163,3,likely_evidence,验证 likely_relevant 触达信号,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7515629845875789086,https://www.tiktok.com/@tibetanjewelry23/video/7515629845875789086,tibetanjewelry23,thangka,latin,exhausted,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,thangka,thangka,,479700,26600,2231,3894,3686,kailash;innerpeace;thangka;foryoupage;wisdom;buddhism,"If you meditate through thangkas at the foot of Mount Kailash, you will feel extreme peace in your heart. #kailash #innerpeace #thangka #foryoupage #wisdom #buddhism",,,,,
164,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7588039309542935863,https://www.tiktok.com/@pandaaa5669/video/7588039309542935863,pandaaa5669,热贡,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,1500000,32500,989,1339,2395,挑戰;中国;美食;热门;吃货,挑战中国🇨🇳湖南爆辣臭干子，不辣…就是有点咸😂#挑戰 #中国 #美食 #热门 #吃货,,,,,
165,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7636548841428307207,https://www.tiktok.com/@angelinazhq/video/7636548841428307207,angelinazhq,热贡,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,656000,102400,346,2602,5390,cover;singing;火力全开,IMMA SING THIS NEXT VERSE IN CHINESE🗣️🗣️🗣️ #cover #singing #火力全开,,,,,
166,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7589872995724774670,https://www.tiktok.com/@rehome.life/video/7589872995724774670,rehome.life,热贡,cjk,ceiling_capped,low_relevance,0,,,,,119400000,135600,177,3901,16300,oem;easyinstall;factory;flooring;spc,"Source factory direct supply, factory craftsmanship, SPC flooring real material.#OEM#EasyInstall #factory#flooring#spc flooring",,,,,
167,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7610445641541504286,https://www.tiktok.com/@us_queen1/video/7610445641541504286,us_queen1,热贡,cjk,ceiling_capped,low_relevance,0,,,,,54500000,1300000,14500,152400,147000,creatorsearchinsights;2020dance;dancechallenge;trendalert;throwback,"#creatorsearchinsights Titles: Retro Dance Craze 2020, Back to 2020: Top Dances, 2020 Dance Moves Reloaded Hashtags: #2020dance #dancechallenge #trendalert #throwback @👑USA QUEEN👑 🇺🇸 @👑USA QUEEN👑 🇺🇸 @👑USA QUEEN👑 🇺🇸 Hook: This 2020 dance trend is making a big …",,,,,
168,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7611331444446645534,https://www.tiktok.com/@ariathome/video/7611331444446645534,ariathome,regong,latin,ceiling_capped,low_relevance,0,,,,,11300000,1100000,7070,54000,79400,,Bro was mid FaceTime when he spotted me from across the street 😂 Wasn't expecting him to bust out the reggae vocals and then feature on his own song hahaha. If anyone recognizes him pls tag - he said his name is Corey I think,,,,,
169,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7521170337237568798,https://www.tiktok.com/@tangyuxi0801/video/7521170337237568798,tangyuxi0801,唐卡,cjk,ceiling_capped,low_relevance,1,cjk_desc,,,,9800000,167600,1564,3117,13900,唐瑜熙🌈;姐妹;萌娃日常,长大了，曾经的姐妹情深不在了🥹#唐#唐瑜熙🌈姐#姐妹萌#萌娃日常,,,,,
170,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,28,热贡艺术,RL,传统手工艺/宗教艺术,stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,37,regong,lower_70_90pct_reach,middle_40_70pct_reach,bottom_10pct_reach,high,0.9663,0.0185,7612092179355389215,https://www.tiktok.com/@kgarnebro/video/7612092179355389215,kgarnebro,regong,latin,ceiling_capped,low_relevance,0,,,,,8600000,608300,3588,84100,52200,rasengan;naruto;fyp,Take this 🦊 🌀 . . . . . #rasengan #naruto #fyp,,,,,
171,1,likely_evidence,验证 likely_relevant 触达信号,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7581817395174477074,https://www.tiktok.com/@kairareo/video/7581817395174477074,kairareo,lhamo,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,lhamo,lhamo,,906900,21500,121,421,1376,creatorsearchinsights;foryoupage;fyp;foryou;truestory,A Live Stream That Ended in Horror: The Lhamo Case. #creatorsearchinsights #foryoupage #fyp #foryou #truestory,,,,,
172,2,likely_evidence,验证 likely_relevant 触达信号,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7512446896267447559,https://www.tiktok.com/@sisanbaniya/video/7512446896267447559,sisanbaniya,tibetanopera,latin,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,tibetanopera,tibetanopera,,644600,37600,259,424,472,,"Tibetan Opera, “Nangsa” performed by @Nyima Gyalmo at the Chyode Gumba, Lo Manthang",,,,,
173,3,likely_evidence,验证 likely_relevant 触达信号,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7159477903598701867,https://www.tiktok.com/@tklhamo/video/7159477903598701867,tklhamo,lhamo,latin,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,lhamo,lhamo,,241300,1277,23,32,113,lhamo;lamu;tibet;tibetan;yak;yaks;mountain,“Wuduo” #lhamo #lamu #tibet #tibetan #yak #yaks #mountain,,,,,
174,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7496793604933946679,https://www.tiktok.com/@pizza.55555/video/7496793604933946679,pizza.55555,藏戏,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,28200000,1900000,23600,91900,129200,披薩的辣;川渝女生;抖音;情侣,冰淇淋 #披薩的辣 #川渝女生 #抖音 #情侣,,,,,
175,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7215858068993723690,https://www.tiktok.com/@kingmedia1111/video/7215858068993723690,kingmedia1111,藏戏,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,12500000,1200000,3270,20200,87100,探窗;thamsong;nhachaymoingay;nhactrungquoc;vietsub;cover;hatlive;fyp;xuhuongtiktok;haihuoc,Lớp học này bất ổn quá .cười mệt luôn#探窗#thamsong #nhachaymoingay #nhactrungquoc #vietsub #cover #hatlive#fyp #xuhuongtiktok #haihuoc,,,,,
176,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7618553054584917261,https://www.tiktok.com/@laranaa8/video/7618553054584917261,laranaa8,藏戏,cjk,ceiling_capped,low_relevance,-2,empty_desc,,,,29500000,1500000,33800,307200,92500,,,,,,,
177,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7637255776473517319,https://www.tiktok.com/@brian.liu1/video/7637255776473517319,brian.liu1,藏戏,cjk,ceiling_capped,low_relevance,1,cjk_desc,,,,24500000,418600,901,16600,10600,網絡搬運,看看【蒲公英的作品】真正的绝活# 戏曲舞台技术技巧 # 台上一分鐘台下#網絡搬運,,,,,
178,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7616750284177460487,https://www.tiktok.com/@gangchentibet07/video/7616750284177460487,gangchentibet07,tibetanopera,latin,ceiling_capped,low_relevance,1,china_context,,,,19600000,2800000,33300,581500,267400,བོད་རྒྱལ་ལོ།❤️;བོད་གཞས་སྙན་མོ💜;tibetanthroatsinging;viraltiktok,#བོད་རྒྱལ་ལོ།❤️#བོད་གཞས་སྙན་མོ💜 #tibetanthroatsinging#viraltiktok,,,,,
179,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7495059041585089835,https://www.tiktok.com/@selfwho0/video/7495059041585089835,selfwho0,tibetanopera,latin,ceiling_capped,low_relevance,1,china_context,,,,18900000,1700000,20600,137100,111900,theauspiciousmirror;hushi;chineseopera;pekingopera;emotionalbreakdown;traditionaltheater;classicopera;culturalheritage;tragicperformance;stagedrama;operaemotion,Madness or heartbreak? Hu Shi’s breakdown in The Auspicious Mirror of the Universe. 🎭💔 #TheAuspiciousMirror #HuShi #ChineseOpera #PekingOpera #EmotionalBreakdown #TraditionalTheater #ClassicOpera #CulturalHeritage #TragicPerformance #StageDrama #OperaEmotion,,,,,
180,10,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,29,藏戏,RL,表演艺术(戏曲),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,808,lhamo,bottom_10pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,high,0.8054,0.0083,7189191441602678018,https://www.tiktok.com/@shuyam612/video/7189191441602678018,shuyam612,藏戏,cjk,ceiling_capped,low_relevance,1,cjk_desc,,,,14100000,366900,906,2911,11100,威亚拍戏现场花絮;拍戏现场;武行演员;影视幕后冷知识;威亚;吊威亚;拍戏现场花絮,#威亚拍戏现场花絮 #拍戏现场 #武行演员 #影视幕后冷知识 #威亚 #吊威亚 #拍戏现场花絮,,,,,
181,1,likely_evidence,验证 likely_relevant 触达信号,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7648814634497051922,https://www.tiktok.com/@new.farmer.amin5/video/7648814634497051922,new.farmer.amin5,花儿,cjk,exhausted,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;cjk_desc,花儿,花儿,,243200,1335,25,307,447,automatic;الري;رأس,外出旅游再也不用担心花儿没水浇花，手机远程控制一样轻松浇花，No more worrying about watering your flowers while traveling; you can easily water them remotely with your phone.#Automatic watering#الري التلقائي#رأس الرش,,,,,
182,2,likely_evidence,验证 likely_relevant 触达信号,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7548795078542691614,https://www.tiktok.com/@changfqstgp/video/7548795078542691614,changfqstgp,花儿,cjk,exhausted,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;cjk_desc,花儿,花儿,,50100,1385,73,215,138,二胡,花儿与少年#二胡,,,,,
183,3,likely_evidence,验证 likely_relevant 触达信号,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7538697919268916494,https://www.tiktok.com/@jonsom43/video/7538697919268916494,jonsom43,huaer,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,huaer,huaer,,16800,204,12,3,35,tiktok;Love;shortvideo,Secrets of the Gangster’s Forbidden #tiktok #love #shortvideo,,,,,
184,4,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7601485781860977940,https://www.tiktok.com/@sweendyran/video/7601485781860977940,sweendyran,northwestchinasong,latin,exhausted,needs_review,2,china_context;cjk_desc,,,,11000000,901400,4891,21200,92500,弥渡山歌;miduechoing;chinatrend;らんらん;歌ってみた,今めっちゃバズってる中国の歌を歌ってみたよん〜🇨🇳 🎤(ピンインと日本語訳付き) 結構特徴的な歌い方でお気に入りです！♡ #弥渡山歌 #miduechoing #chinatrend #らんらん #歌ってみた,,,,,
185,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7647530495391075605,https://www.tiktok.com/@jc.lyrics21/video/7647530495391075605,jc.lyrics21,northwestchinasong,latin,exhausted,needs_review,2,china_context;cjk_desc,,,,3100000,354100,1195,25400,44800,,"我真的特別愛你 , Title-落泪 Song with Myanmar Translation 🎶 | Pinyin Lyrics Included! #ChineseSong #MyanmarTranslate #LearnChinese #中国 #ViralSong #PinyinLyrics",,,,,
186,6,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7587698504424852749,https://www.tiktok.com/@bob485518/video/7587698504424852749,bob485518,northwestchinasong,latin,exhausted,low_relevance,0,,,,,20700000,3000000,9262,1100000,355000,,what did i do to bro 😭,,,,,
187,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7579591635835637012,https://www.tiktok.com/@mdrublesorkar/video/7579591635835637012,mdrublesorkar,花儿,cjk,exhausted,low_relevance,0,,,,,18600000,98300,2627,40600,11500,Love;reaction;explorepage;babylove;Home,#love #reaction #explorepage #babylove #home,,,,,
188,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7609770093681200405,https://www.tiktok.com/@jamillydaianne0/video/7609770093681200405,jamillydaianne0,花儿,cjk,exhausted,low_relevance,0,,,,,17400000,88200,2667,11400,10600,,eita como tá crescendo mamãe te amo tanto ❤️😍,,,,,
189,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,32,花儿,RL,表演艺术(民歌),stock_low__reach_low,低存量低触达：近乎隐形候选,P0_noise_or_tier_drop,near_invisible,166,huaer,bottom_10pct_reach,lower_70_90pct_reach,lower_70_90pct_reach,high,0.9309,0.0012,7506532829501639944,https://www.tiktok.com/@baby_bear19999/video/7506532829501639944,baby_bear19999,huaer,latin,exhausted,low_relevance,0,,,,,16900000,2400000,8544,260700,258500,blowthisup;xybca;fyp;roblox;fyppppppppppppppppppppppp;viralvideo;fypppppppppppppppppppppppppppppp,the silence is too loud #blowthisup #xybca #xybca #blowthisup #fyp #roblox #fyppppppppppppppppppppppp #fyppppppppppppppppppppppp #viralvideo #fyp #fyp #fyp #fyp #fyppppppppppppppppppppppp #fyppppppppppppppppppppppp #fyp #fyp #fyp #fyp #fyp #fyp #fyp #fyp #fyp…,,,,,
